Região,Porte,Desenvolvimento,Porte,Codigo,Município,,CrecheTotal,CrecheFederal,CrecheEstadual,CrecheMunicipal,CrechePrivada,,PreEscolaTotal,PreEscolaFederal,PreEscolaEstadual,PreEscolaMunicipal,PreEscolaPrivada,,EFAnosInciaisTotal,EFAnosInciaisFederal,EFAnosInciaisEstadual,EFAnosInciaisMunicipal,EFAnosInciaisPrivada,,EFAnosFinaisTotal,EFAnosFinaisFederal,EFAnosFinaisEstadual,EFAnosFinaisMunicipal,EFAnosFinaisPrivada,,EnsinoMédioRegularTotal,EnsinoMédioRegularFederal,EnsinoMédioRegularEstadual,EnsinoMédioRegularMunicipal,EnsinoMédioRegularPrivada,,EProfisIntegradoTotal,EProfisIntegradoFederal,EProfisIntegradoEstadual,EProfisIntegradoMunicipal,EProfisIntegradoPrivada,,EProfisConcomitanteTotal,EProfisConcomitanteFederal,EProfisConcomitanteEstadual,EProfisConcomitanteMunicipal,EProfisConcomitantePrivada,,EProfisSubsequenteTotal,EProfisSubsequenteFederal,EProfisSubsequenteEstadual,EProfisSubsequenteMunicipal,EProfisSubsequentePrivada,,EJATotal,,EJAEnsinoFundamentalTotal,EJAEnsinoFundamentalFederal,EJAEnsinoFundamentalEstadual,EJAEnsinoFundamentalMunicipal,EJAEnsinoFundamentalPrivada,,EJAEnsinoMédioTotal,EJAEnsinoMédioFederal,EJAEnsinoMédioEstadual,EJAEnsinoMédioMunicipal,EJAEnsinoMédioPrivada
Região Administrativa de Sorocaba,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3504503,Avaré,,2318,0,0,1484,834,,2370,0,0,1856,514,,6159,0,0,4791,1368,,4662,0,3589,0,1073,,3.704,338,2.752,0,614,,861,338,523,0,0,,46,5,26,0,15,,358,70,41,0,247,,1.448,,"497,00","0,00","380,00","117,00","0,00",,"951,00","0,00","951,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3504602,Bady Bassitt,,662,0,0,605,57,,775,0,0,683,92,,1790,0,0,1593,197,,1419,0,331,962,126,,1.002,0,978,0,24,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"37,00",,"37,00","0,00","0,00","37,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Bauru,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3504701,Balbinos,,40,0,0,40,0,,34,0,0,34,0,,76,0,0,76,0,,70,0,70,0,0,,48,0,48,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"200,00",,"129,00","0,00","129,00","0,00","0,00",,"71,00","0,00","71,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3504800,Bálsamo,,226,0,0,226,0,,192,0,0,192,0,,440,0,0,440,0,,417,0,417,0,0,,241,0,241,0,0,,40,0,40,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de São José dos Campos,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3504909,Bananal,,136,0,0,136,0,,200,0,0,200,0,,522,0,0,522,0,,444,0,0,444,0,,333,0,333,0,0,,56,0,56,0,0,,0,0,0,0,0,,0,0,0,0,0,,"6,00",,"6,00","0,00","0,00","6,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Itapeva,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3505005,Barão de Antonina,,91,0,0,91,0,,75,0,4,71,0,,228,0,16,212,0,,190,0,190,0,0,,138,0,138,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"10,00",,"8,00","0,00","8,00","0,00","0,00",,"2,00","0,00","2,00","0,00","0,00"
Região Administrativa de Araçatuba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3505104,Barbosa,,162,0,0,162,0,,167,0,0,167,0,,412,0,0,412,0,,296,0,296,0,0,,175,0,175,0,0,,27,0,27,0,0,,0,0,0,0,0,,0,0,0,0,0,,"12,00",,"12,00","0,00","0,00","12,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Bauru,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 30.001 até 40.000 habitantes,3505203,Bariri,,831,0,0,653,178,,758,0,0,651,107,,1953,0,0,1528,425,,1585,0,448,812,325,,996,0,800,0,196,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"130,00",,"82,00","0,00","0,00","82,00","0,00",,"48,00","0,00","48,00","0,00","0,00"
Região Administrativa de Bauru,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 30.001 até 40.000 habitantes,3505302,Barra Bonita,,715,0,0,131,584,,690,0,0,558,132,,1783,0,0,1237,546,,1502,0,1064,0,438,,1.433,0,1.193,0,240,,105,0,105,0,0,,71,0,71,0,0,,177,0,164,0,13,,"78,00",,"31,00","0,00","0,00","31,00","0,00",,"47,00","0,00","0,00","47,00","0,00"
Região Administrativa de Itapeva,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3505351,Barra do Chapéu,,137,0,0,137,0,,169,0,0,169,0,,389,0,0,389,0,,334,0,334,0,0,,212,0,212,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"15,00",,"0,00","0,00","0,00","0,00","0,00",,"15,00","0,00","15,00","0,00","0,00"
Região Administrativa de Registro,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3505401,Barra do Turvo,,143,0,0,143,0,,147,0,0,147,0,,457,0,0,457,0,,478,0,478,0,0,,420,0,420,0,0,,12,0,12,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Barretos,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 100.001 até 150.000 habitantes,3505500,Barretos,,3691,0,0,2562,1129,,2863,0,0,2344,519,,8342,0,0,6488,1854,,6176,0,3602,804,1770,,4.264,540,2.761,0,963,,1525,540,985,0,0,,146,0,108,0,38,,1151,0,491,0,660,,1.763,,"709,00","0,00","385,00","324,00","0,00",,1.054,"45,00",1.009,"0,00","0,00"
Região Administrativa de Ribeirão Preto,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 30.001 até 40.000 habitantes,3505609,Barrinha,,670,0,0,668,2,,861,0,0,845,16,,2201,0,0,2164,37,,1853,0,0,1829,24,,1.228,0,1.228,0,0,,109,0,109,0,0,,0,0,0,0,0,,0,0,0,0,0,,"138,00",,"85,00","0,00","0,00","85,00","0,00",,"53,00","0,00","53,00","0,00","0,00"
Região Metropolitana de São Paulo_Oeste,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 300.001 até 350.000 habitantes,3505708,Barueri,,11464,0,0,10742,722,,10203,0,0,8995,1208,,28723,0,0,25645,3078,,24060,0,0,21986,2074,,16.874,0,7.891,7.605,1.378,,7872,0,1200,6672,0,,220,0,31,161,28,,1668,0,281,819,568,,1.197,,"636,00","0,00","0,00","636,00","0,00",,"561,00","0,00","561,00","0,00","0,00"
Região Administrativa de Marília,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3505807,Bastos,,485,0,0,321,164,,500,0,0,475,25,,1319,0,0,1197,122,,1083,0,966,0,117,,894,0,843,0,51,,7,0,7,0,0,,0,0,0,0,0,,0,0,0,0,0,,"43,00",,"10,00","0,00","10,00","0,00","0,00",,"33,00","0,00","33,00","0,00","0,00"
Região Administrativa de Franca,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3505906,Batatais,,1333,0,0,722,611,,1448,0,0,963,485,,3607,0,596,2202,809,,3002,0,1797,437,768,,2.237,0,1.829,0,408,,628,0,628,0,0,,48,0,48,0,0,,325,0,325,0,0,,"156,00",,"62,00","0,00","0,00","62,00","0,00",,"94,00","0,00","94,00","0,00","0,00"
Região Administrativa de Bauru,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 350.001 até 400.000 habitantes,3506003,Bauru,,9275,0,29,5295,3951,,8893,0,0,5528,3365,,23654,0,9506,7024,7124,,18775,0,12029,1498,5248,,13.881,0,10.827,0,3.054,,1036,0,837,0,199,,227,0,160,0,67,,1971,0,520,0,1451,,4.966,,1.974,"0,00",1.432,"376,00","166,00",,2.992,"0,00",2.879,"0,00","113,00"
Região Administrativa de Barretos,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3506102,Bebedouro,,2156,0,0,1816,340,,1898,0,0,1474,424,,4675,0,0,3252,1423,,3819,0,2590,0,1229,,3.226,0,2.537,0,689,,612,0,612,0,0,,188,0,138,0,50,,724,0,203,0,521,,1.049,,"350,00","0,00","340,00","10,00","0,00",,"699,00","0,00","699,00","0,00","0,00"
Região Administrativa de Araçatuba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3506201,Bento de Abreu,,71,0,0,71,0,,60,0,0,60,0,,158,0,0,158,0,,116,0,116,0,0,,118,0,118,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"10,00",,"0,00","0,00","0,00","0,00","0,00",,"10,00","0,00","10,00","0,00","0,00"
Região Administrativa de Marília,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3506300,Bernardino de Campos,,266,0,0,251,15,,261,0,0,250,11,,633,0,0,574,59,,520,0,492,0,28,,345,0,345,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"141,00",,"81,00","0,00","81,00","0,00","0,00",,"60,00","0,00","60,00","0,00","0,00"
Região Administrativa de Santos,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3506359,Bertioga,,2036,0,0,1755,281,,2211,0,0,2025,186,,5842,0,0,5276,566,,4540,0,3883,0,657,,3.762,0,3.402,0,360,,51,0,51,0,0,,25,0,0,0,25,,135,0,0,0,135,,"358,00",,"196,00","0,00","130,00","66,00","0,00",,"162,00","0,00","162,00","0,00","0,00"
Região Administrativa de Araçatuba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3506409,Bilac,,137,0,0,137,0,,169,0,0,169,0,,426,0,0,426,0,,321,0,321,0,0,,176,0,176,0,0,,12,0,12,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Araçatuba,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 100.001 até 150.000 habitantes,3506508,Birigui,,3126,0,0,1564,1562,,2750,0,0,2240,510,,7465,0,0,5938,1527,,5818,0,4637,0,1181,,5.036,223,4.148,0,665,,660,223,437,0,0,,37,6,31,0,0,,477,130,312,0,35,,"219,00",,"110,00","0,00","93,00","17,00","0,00",,"109,00","34,00","75,00","0,00","0,00"
Região Metropolitana de São Paulo_Leste,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3506607,Biritiba Mirim,,460,0,0,438,22,,792,0,0,737,55,,1941,0,0,1809,132,,1684,0,1522,0,162,,1.061,0,986,0,75,,142,0,142,0,0,,0,0,0,0,0,,0,0,0,0,0,,"23,00",,"8,00","0,00","0,00","8,00","0,00",,"15,00","0,00","15,00","0,00","0,00"
Região Administrativa Central,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3506706,Boa Esperança do Sul,,391,0,0,391,0,,334,0,0,329,5,,873,0,0,800,73,,746,0,0,713,33,,367,0,367,0,0,,44,0,44,0,0,,0,0,0,0,0,,0,0,0,0,0,,"31,00",,"0,00","0,00","0,00","0,00","0,00",,"31,00","0,00","31,00","0,00","0,00"
Região Administrativa de Bauru,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3506805,Bocaina,,262,0,0,239,23,,254,0,0,237,17,,665,0,0,542,123,,545,0,522,0,23,,450,0,450,0,0,,39,0,39,0,0,,0,0,0,0,0,,0,0,0,0,0,,"10,00",,"0,00","0,00","0,00","0,00","0,00",,"10,00","0,00","10,00","0,00","0,00"
Região Administrativa de Sorocaba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3506904,Bofete,,184,0,0,184,0,,268,0,0,268,0,,682,0,0,659,23,,583,0,215,368,0,,394,0,394,0,0,,32,0,32,0,0,,0,0,0,0,0,,0,0,0,0,0,,"86,00",,"38,00","0,00","0,00","38,00","0,00",,"48,00","0,00","48,00","0,00","0,00"
Região Administrativa de Sorocaba,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3507001,Boituva,,1899,0,0,1130,769,,1740,0,0,1479,261,,4633,0,0,3681,952,,3948,0,0,3247,701,,2.493,228,1.808,0,457,,325,228,97,0,0,,60,60,0,0,0,,172,172,0,0,0,,"207,00",,"104,00","0,00","0,00","104,00","0,00",,"103,00","0,00","103,00","0,00","0,00"
Região Administrativa de Campinas,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3507100,Bom Jesus dos Perdões,,549,0,0,549,0,,636,0,0,619,17,,1669,0,0,1591,78,,1455,0,1342,0,113,,1.000,0,933,0,67,,56,0,56,0,0,,0,0,0,0,0,,0,0,0,0,0,,"42,00",,"9,00","0,00","0,00","9,00","0,00",,"33,00","0,00","33,00","0,00","0,00"
Região Administrativa de Itapeva,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3507159,Bom Sucesso de Itararé,,135,0,0,135,0,,128,0,0,128,0,,286,0,0,286,0,,228,0,228,0,0,,203,0,203,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Marília,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: menos de 1.000 habitantes,3507209,Borá,,25,0,0,25,0,,29,0,0,29,0,,67,0,0,67,0,,48,0,48,0,0,,32,0,32,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Bauru,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3507308,Boracéia,,189,0,0,189,0,,131,0,0,131,0,,314,0,0,314,0,,282,0,282,0,0,,200,0,200,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa Central,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3507407,Borborema,,360,0,0,319,41,,277,0,0,228,49,,813,0,366,284,163,,624,0,567,0,57,,423,0,423,0,0,,31,0,31,0,0,,0,0,0,0,0,,0,0,0,0,0,,"49,00",,"35,00","0,00","9,00","26,00","0,00",,"14,00","0,00","14,00","0,00","0,00"
Região Administrativa de Bauru,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3507456,Borebi,,118,0,0,118,0,,73,0,0,73,0,,257,0,0,257,0,,170,0,0,170,0,,145,0,145,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Sorocaba,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 100.001 até 150.000 habitantes,3507506,Botucatu,,4238,0,54,1942,2242,,3611,0,0,1982,1629,,9660,0,0,6956,2704,,7635,0,3318,2277,2040,,6.250,0,4.777,0,1.473,,1235,0,1235,0,0,,97,0,35,0,62,,618,0,120,0,498,,1.788,,"530,00","0,00","397,00","133,00","0,00",,1.258,"0,00",1.156,"102,00","0,00"
Região Administrativa de Campinas,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 150.001 até 200.000 habitantes,3507605,Bragança Paulista,,4445,0,0,3457,988,,4411,0,0,3431,980,,11913,0,0,8712,3201,,9555,0,6945,0,2610,,7.321,342,5.450,0,1.529,,856,342,514,0,0,,325,122,0,0,203,,512,58,0,0,454,,"328,00",,"122,00","0,00","81,00","41,00","0,00",,"206,00","0,00","206,00","0,00","0,00"
Região Administrativa de Araçatuba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3507704,Braúna,,170,0,0,170,0,,142,0,4,138,0,,354,0,8,346,0,,255,0,255,0,0,,210,0,210,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Araçatuba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3507753,Brejo Alegre,,69,0,0,69,0,,67,0,0,67,0,,166,0,0,166,0,,157,0,157,0,0,,181,0,181,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Ribeirão Preto,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3507803,Brodowski,,557,0,0,478,79,,645,0,0,581,64,,1643,0,0,1456,187,,1281,0,182,896,203,,722,0,631,0,91,,38,0,38,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Campinas,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3507902,Brotas,,622,0,0,562,60,,575,0,0,519,56,,1474,0,0,1181,293,,1212,0,544,352,316,,1.099,0,939,0,160,,74,0,74,0,0,,0,0,0,0,0,,0,0,0,0,0,,"86,00",,"40,00","0,00","0,00","40,00","0,00",,"46,00","0,00","46,00","0,00","0,00"
Região Administrativa de Itapeva,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3508009,Buri,,544,0,0,544,0,,638,0,0,638,0,,1624,0,0,1578,46,,1284,0,0,1284,0,,792,0,792,0,0,,147,0,147,0,0,,0,0,0,0,0,,0,0,0,0,0,,"19,00",,"16,00","0,00","0,00","16,00","0,00",,"3,00","0,00","3,00","0,00","0,00"
Região Administrativa de Araçatuba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 15.001 até 20.000 habitantes,3508108,Buritama,,346,0,0,321,25,,382,0,0,361,21,,991,0,0,908,83,,854,0,764,0,90,,674,0,674,0,0,,82,0,82,0,0,,0,0,0,0,0,,0,0,0,0,0,,"4,00",,"0,00","0,00","0,00","0,00","0,00",,"4,00","0,00","4,00","0,00","0,00"
Região Administrativa de Franca,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3508207,Buritizal,,120,0,0,120,0,,95,0,0,95,0,,255,0,0,255,0,,216,0,0,216,0,,72,0,72,0,0,,13,0,13,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Bauru,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3508306,Cabrália Paulista,,87,0,0,69,18,,109,0,0,109,0,,267,0,0,267,0,,219,0,219,0,0,,393,0,393,0,0,,264,0,264,0,0,,92,0,92,0,0,,96,0,96,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Campinas,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 40.001 até 50.000 habitantes,3508405,Cabreúva,,1433,0,0,1368,65,,1501,0,0,1415,86,,3935,0,0,3684,251,,3102,0,2878,0,224,,2.750,0,2.648,0,102,,42,0,42,0,0,,0,0,0,0,0,,0,0,0,0,0,,"176,00",,"102,00","0,00","0,00","102,00","0,00",,"74,00","0,00","74,00","0,00","0,00"
Região Administrativa de São José dos Campos,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3508504,Caçapava,,1800,0,0,1439,361,,2489,0,0,1984,505,,6560,0,0,4732,1828,,5297,0,3027,805,1465,,4.033,0,3.333,0,700,,947,0,767,0,180,,62,0,52,0,10,,383,0,225,0,158,,"215,00",,"96,00","0,00","0,00","96,00","0,00",,"119,00","0,00","119,00","0,00","0,00"
Região Administrativa de São José dos Campos,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 30.001 até 40.000 habitantes,3508603,Cachoeira Paulista,,614,0,0,430,184,,810,0,0,505,305,,2104,0,0,1283,821,,1750,0,936,164,650,,1.314,0,1.011,0,303,,428,0,428,0,0,,7,0,7,0,0,,247,0,230,0,17,,"61,00",,"18,00","0,00","7,00","11,00","0,00",,"43,00","0,00","43,00","0,00","0,00"
Região Administrativa de Campinas,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 15.001 até 20.000 habitantes,3508702,Caconde,,321,0,0,308,13,,381,0,0,359,22,,985,0,83,805,97,,747,0,696,0,51,,638,0,614,0,24,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"14,00",,"14,00","0,00","14,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Bauru,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 15.001 até 20.000 habitantes,3508801,Cafelândia,,377,0,0,342,35,,404,0,0,366,38,,1034,0,116,818,100,,920,0,809,0,111,,764,0,723,0,41,,298,0,298,0,0,,67,0,67,0,0,,235,0,235,0,0,,"15,00",,"15,00","0,00","0,00","15,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3508900,Caiabu,,90,0,0,90,0,,74,0,0,74,0,,180,0,0,180,0,,189,0,189,0,0,,103,0,103,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"8,00",,"0,00","0,00","0,00","0,00","0,00",,"8,00","0,00","8,00","0,00","0,00"
Região Metropolitana de São Paulo_Norte,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3509007,Caieiras,,2645,0,0,2346,299,,2468,0,0,2085,383,,6401,0,165,5188,1048,,5556,0,4546,0,1010,,4.933,0,4.290,0,643,,384,0,384,0,0,,18,0,15,0,3,,224,0,146,0,78,,"225,00",,"99,00","0,00","0,00","99,00","0,00",,"126,00","0,00","126,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3509106,Caiuá,,34,0,0,34,0,,81,0,0,81,0,,224,0,0,224,0,,183,0,183,0,0,,120,0,120,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"123,00",,"66,00","0,00","48,00","18,00","0,00",,"57,00","0,00","57,00","0,00","0,00"
Região Metropolitana de São Paulo_Norte,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3509205,Cajamar,,3171,0,0,2890,281,,2983,0,0,2663,320,,7285,0,0,6195,1090,,6112,0,0,5207,905,,4.315,0,3.980,0,335,,621,0,621,0,0,,58,0,58,0,0,,88,0,88,0,0,,"383,00",,"235,00","0,00","0,00","231,00","4,00",,"148,00","0,00","148,00","0,00","0,00"
Região Administrativa de Registro,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3509254,Cajati,,491,0,0,473,18,,876,0,0,800,76,,2301,0,0,2076,225,,1953,0,1762,0,191,,1.110,0,1.050,0,60,,114,0,114,0,0,,59,0,0,0,59,,257,0,0,0,257,,"53,00",,"17,00","0,00","17,00","0,00","0,00",,"36,00","0,00","36,00","0,00","0,00"
